?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FBbt_20001661>	"Adult brain-intrinsic neuron of the PLP161 group, with its soma in the brain, posterior to the posterior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the VLPl&p1 posterior hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral posterior lateral protocerebrum, the ipsilateral inferior clamp, the ipsilateral crepine, the ipsilateral anterior ventrolateral protocerebrum and the ipsilateral lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral crepine, the ipsilateral posterior lateral protocerebrum and the ipsilateral mushroom body medial lobe (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20001661"
<http://purl.obolibrary.org/obo/FBbt_00000436>	"Duct that connects the spiracular gland of the posterior spiracle to a very small opening in the spiracular plate near the outer edge of the spiracular opening. There are three spiracular glands per spiracle."	
<http://purl.obolibrary.org/obo/FBbt_00067000>	"Olfactory intermediate sensillum of antennal segment 3 that houses the dendrites of three olfactory receptor neurons, expressing Or2a, Or19a and Or43a (Grabe et al., 2016)."	"VFB:FBbt_00067000"
<http://purl.obolibrary.org/obo/FBbt_00001406>		
<http://purl.obolibrary.org/obo/FBbt_20008744>	"Adult intrinsic neuron of the IN02A032 group with ipsilateral arbors in a single VNC neuromere (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 02A hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the haltere neuropil and sends output to the haltere neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 2 of these cells per organism and their somas are found in the metathoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008744"
<http://purl.obolibrary.org/obo/FBbt_20001637>	"Adult neuron belonging to group 137 of the terra incognita neurons with substantial synapsing in the posterior lateral protocerebrum (Scheffer et al., 2020). It has postsynaptic sites in the ventromedial neuropils, inferior neuropils, posterior lateral protocerebrum, superior clamp, inferior clamp, inferior bridge, ventrolateral neuropils and superior posterior slope (Scheffer et al., 2020). It has presynaptic sites in the ventromedial neuropils, inferior neuropils, posterior lateral protocerebrum, inferior clamp, ventrolateral neuropils and superior posterior slope (Scheffer et al., 2020)."	"VFB:FBbt_20001637"
<http://purl.obolibrary.org/obo/FBbt_00000074>	"A mitotic domain region that is approximately 1 cell-wide and surrounds mitotic domains 8 and 23."	
<http://purl.obolibrary.org/obo/FBbt_00005279>	"Oocyte during stage 13A of oogenesis. The nuclear envelope is still intact and the karyosome has a peripheral location within the nucleus (Puro and Nokkala, 1977)."	
<http://purl.obolibrary.org/obo/GO_0007562>	"The emergence of an adult insect from a pupa case."	"Wikipedia:Pupa#Emergence"
<http://purl.obolibrary.org/obo/FBbt_00051573>	"Adult lateral horn output neuron of the PV4d9 group that fasciculates with the PV4 primary neurite tract (Schlegel et al., 2021). It is a secondary neuron that develops from the BLP4 (LHp1) neuroblast (Schlegel et al., 2021). There is approximately one of these neurons per hemisphere and it is glutamatergic (Schlegel et al., 2021)."	"VFB:FBbt_00051573"
<http://purl.obolibrary.org/obo/FBbt_20003383>	"Adult brain-intrinsic neuron of the SMP521 group, with its soma in the brain, posterior to the antler (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the DM3 dorso medial hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior medial protocerebrum, the contralateral superior medial protocerebrum and the ipsilateral superior clamp (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the contralateral superior medial protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20003383"
<http://purl.obolibrary.org/obo/FBbt_20007224>	"Adult brain-intrinsic neuron of the CB3809 group, with its soma in the brain, ventral to the prow (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the TRdm hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the prow and the gnathal ganglia (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the prow (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20007224"
<http://purl.obolibrary.org/obo/FBbt_00047569>	"Octopaminergic, bilaterally-paired neuron of the metathoracic neuromere of the larval ventral nerve cord. There is one of these neurons per hemisphere. They form a cluster with the VUM neuron cell bodies, but unlike the VUM neurons, the VPM neurons are restricted to the CNS. The metathoracic VPM neuron bifurcates after crossing the midline, with one process running anteriorly to the subesophageal ganglion. The other process innervates the dorsomedial and dorsolateral neuropil of the thoracic neuromeres. The metathoracic VPN neuron also arborizes in the basal protocerebrum (Selcho et al., 2012)."	"VFB:FBbt_00047569"
<http://purl.obolibrary.org/obo/FBbt_00001403>		
<http://purl.obolibrary.org/obo/FBbt_20005375>	"Adult brain-intrinsic neuron of the CB1766 group, with its soma in the brain, anterior to the anterior optic tubercle (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the WEDd1 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral inferior posterior slope and the ipsilateral superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral inferior posterior slope and the ipsilateral superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20005375"
<http://purl.obolibrary.org/obo/FBbt_00049265>	"Conspicuous landmark tract of the larval brain that crosses over the mushroom body pedunculus, near where it emerges from the calyx, then turns anteriorly and joins the posterior longitudinal superior medial fascicle (Hartenstein et al., 2015). It is formed of axons from the CP1-4 lineages and DPLp1/2 lineages (Hartenstein et al., 2015)."	"larvalbrain_axon_tract:67 larvalbrain_axon_tract:66 larvalbrain_axon_tract:65 larvalbrain_axon_tract:64 VFB:FBbt_00049265"
<http://purl.obolibrary.org/obo/FBbt_00049086>	"Larval mushroom body feedforward neuron belonging to group 17 (Eschbach et al., 2020). There is one bilateral pair of these cells (Eschbach et al., 2020)."	"VFB:FBbt_00049086"
<http://purl.obolibrary.org/obo/FBbt_00051253>	"Adult doublesex aDN neuron of the male (Nojima et al., 2021). Its lateral (input) arbor is mainly restricted to the anterior optic tubercle, where it receives input from LC10a neurons (Nojima et al., 2021). It is involved in approaching and facing the female during courtship (Nojima et al., 2021)."	"VFB:FBbt_00051253"
<http://purl.obolibrary.org/obo/FBbt_00001505>	"Larval primary interneuron that develops from a neuroblast NB5-6 of the thorax and projects through the posterior commissure (Schmidt et al., 1997)."	"VFB:FBbt_00001505"
<http://purl.obolibrary.org/obo/FBbt_00110320>	"PPL1 cluster dopaminergic neuron with axonal projections to the tip of the mushroom body alpha lobe (segment 3) (Mao and Davis, 2009; Aso et al., 2014) in both hemispheres (Li et al., 2020). Most of its dendritic arborizations are found in the superior medial and lateral protocerebrum, with a smaller amount in the superior intermediate protocerebrum and lateral horn (Aso et al., 2014). There is one neuron of this type in each hemisphere (Aso et al., 2014; Li et al., 2020) and it develops from the first intermediate neuronal progenitor the CP3 (DL2) neuroblast to be born during larval development (Wang et al., 2014; Ren et al., 2016)."	"VFB:FBbt_00110320"
<http://purl.obolibrary.org/obo/FBbt_00058691>	"The fourth dorsal-most ventral oblique muscle of larval abdominal segment 6. Its posterior end extends into abdominal segment 7 where it attaches to the posterior intrasegmental apodeme (ina2)."	
<http://purl.obolibrary.org/obo/FBbt_00111324>	"Adult neuron that expresses CCAP (Crustacean cardioactive peptide), as well as transiently expressing Bursicon and Partner of Bursicon, whose soma is located in the cell body rind of the abdominal ganglion (Zhao et al., 2008; Melnattur et al., 2020). There are 12-14 of these neurons per abdominal ganglion (Zhao et al., 2008; Melnattur et al., 2020). The main neurite extends towards the midline and arborizes. It then crosses the midline and exits the central nervous system posteriorly via one of the abdominal nerves."	"VFB:FBbt_00111324"
<http://purl.obolibrary.org/obo/FBbt_00004331>	"Medial-most sensilla row of the triple row. It is composed of approximately 80 (for males) and 86 (females) stout, singly innervated mechanosensory bristles (Hartenstein and Posakony, 1989)."	
<http://purl.obolibrary.org/obo/FBbt_20003859>	"Adult brain-intrinsic neuron of the M_vPNml84 group, with its soma in the brain, ventral to the antennal lobe (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the ALv1 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral lateral horn and the ipsilateral antennal lobe (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 8 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20003859"
<http://purl.obolibrary.org/obo/FBbt_00001885>	"Posterior-most portion of the embryonic/larval midgut. The posterior half of this region is highly alkaline (> pH10; Shanbhag and Tripathi, 2009)."	
<http://purl.obolibrary.org/obo/FBbt_20006783>	"Adult brain-intrinsic neuron of the CB3314 group, with its soma in the brain, lateral to the anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the SLPav3 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior lateral protocerebrum and the ipsilateral lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 3 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20006783"
<http://purl.obolibrary.org/obo/FBbt_20004656>	"Adult brain-intrinsic neuron of the CB0968 group, with its soma in the brain, lateral to the anterior optic tubercle (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the SLPad1 anterior hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 3 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20004656"
<http://purl.obolibrary.org/obo/FBbt_00003253>	"Any abdominal ventral adult muscle precursor cell (FBbt:00003251) that is part of some abdominal segment 2 (FBbt:00000023)."	
<http://purl.obolibrary.org/obo/FBbt_20003993>	"Adult brain-intrinsic neuron of the CB0164 group, with its soma in the brain, posterior to the antennal mechanosensory and motor center (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the LB6 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral inferior posterior slope and the gnathal ganglia (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the contralateral inferior posterior slope and the gnathal ganglia (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20003993"
<http://purl.obolibrary.org/obo/FBbt_00003985>	"A tract of about 200 axons that emerges from the posterior dorsomedial area of the antennal lobe (dorsomedial root), the same root as the mediolateral antennal lobe tract (mlALT) and transverse antennal lobe tract (tALT). It runs dorsoposteriorly along the posterior surface of the fan-shaped body, turns laterally in front of the protocerebral bridge, passes in front of the mushroom body calyx and terminates in the lateral horn. It contains axons of antennal lobe projection neurons, some of which terminate in the main calyx and dorsal accessory calyx (Yagi et al., 2016). It demarcates the boundaries of the lateral accessory lobe (medial region), vest (superior region), epaulette (medial region), fan-shaped body (lateral region), gorget (superior region), inferior clamp (lateral and superior-lateral regions), inferior bridge (superior-lateral region), antler (lateral region), superior clamp (posterior-superior region), mushroom body calyx (anterior region) and superior lateral protocerebrum (inferior region). It contains fibers from the BAlc (ALl1), BAlp4 (ALlv1), BAmv3 (ALad1) and DPMpm1 (DM2) lineages (Lovick et al., 2013)."	"VFB:FBbt_00003985"
